2025-10-16 19:57:50.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 19:57:50.2|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 19:57:50.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 19:57:50.2|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 19:57:52.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 19:57:54.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 19:57:56.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 19:57:58.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 19:58:00.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 19:58:02.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:03:18.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2040, 2020, 2030, 2045]
2025-10-16 20:03:18.9|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2020, 2030, 2040, 2045, 2050, 2060]
2025-10-16 20:13:20.3|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 20:13:20.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:13:20.3|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 20:13:20.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 20:13:22.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:13:24.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:13:26.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:13:28.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:13:30.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:13:32.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:28:50.4|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 20:28:50.4|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 20:28:50.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 20:28:50.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:28:52.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:28:54.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:28:56.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:28:58.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:29:00.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:29:02.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:33:49.0|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2020, 2030, 2040, 2045, 2050, 2060]
2025-10-16 20:33:49.0|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2040, 2020, 2030, 2045]
2025-10-16 20:44:20.5|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:44:20.5|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 20:44:20.5|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 20:44:20.5|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 20:44:22.5|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:44:24.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:44:26.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:44:28.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:44:30.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:59:50.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:59:50.6|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 20:59:50.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 20:59:50.6|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 20:59:52.6|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:59:54.8|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:59:56.8|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 20:59:58.8|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:00:00.8|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:04:19.1|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2020, 2030, 2040, 2045, 2050, 2060]
2025-10-16 21:04:19.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2040, 2020, 2030, 2045]
2025-10-16 21:15:20.7|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 21:15:20.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:15:20.7|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 21:15:20.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 21:15:22.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:15:24.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:15:26.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:15:28.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:15:30.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:30:50.8|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:30:50.8|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 21:30:50.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 21:30:50.9|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 21:30:52.8|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:30:55.0|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:30:57.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:30:59.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:31:01.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:31:03.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:34:49.2|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2020, 2030, 2040, 2045, 2050, 2060]
2025-10-16 21:34:49.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2040, 2020, 2030, 2045]
2025-10-16 21:43:31.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045]
2025-10-16 21:43:31.3|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050]
2025-10-16 21:43:39.7|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050]
2025-10-16 21:43:39.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045]
2025-10-16 21:44:03.9|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050]
2025-10-16 21:44:03.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045]
2025-10-16 21:44:23.9|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050]
2025-10-16 21:44:23.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] | ID(s): TVDbId:[393189] TvMazeId:[52341] for Season / Episode:[S01E12], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045]
2025-10-16 21:46:20.9|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 21:46:20.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:46:20.9|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 21:46:20.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 21:46:22.9|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:46:25.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:46:27.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:46:29.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:46:31.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:46:33.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 21:46:35.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 700, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:01:51.0|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:01:51.0|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 22:01:51.1|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 22:01:51.1|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 22:01:53.0|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:01:55.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:01:57.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:01:59.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:02:01.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:02:03.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:02:05.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 700, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:05:19.5|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2020, 2030, 2040, 2045, 2050, 2060]
2025-10-16 22:05:19.5|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2040, 2020, 2030, 2045]
2025-10-16 22:17:21.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 22:17:21.2|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 22:17:21.2|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:17:21.2|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 22:17:23.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:17:25.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:17:27.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:17:29.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:17:31.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:17:33.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:35:57.1|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 2.0.5.5160
2025-10-16 22:35:57.3|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-10-16 22:35:57.4|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-10-16 22:35:58.5|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-10-16 22:35:59.1|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3;busytimeout=100 ***
2025-10-16 22:35:59.2|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrating
2025-10-16 22:35:59.2|Info|FluentMigrator.Runner.MigrationRunner|PerformDBOperation 
2025-10-16 22:35:59.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Performing DB Operation
2025-10-16 22:35:59.3|Info|DatabaseEngineVersionCheck|SQLite 3.49.2
2025-10-16 22:35:59.3|Info|FluentMigrator.Runner.MigrationRunner|=> 0.1145954s
2025-10-16 22:35:59.3|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrated
2025-10-16 22:35:59.3|Info|FluentMigrator.Runner.MigrationRunner|=> 0.1232737s
2025-10-16 22:35:59.4|Info|MigrationController|*** Migrating data source=/config/logs.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3;busytimeout=100 ***
2025-10-16 22:35:59.4|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrating
2025-10-16 22:35:59.4|Info|FluentMigrator.Runner.MigrationRunner|PerformDBOperation 
2025-10-16 22:35:59.4|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Performing DB Operation
2025-10-16 22:35:59.4|Info|DatabaseEngineVersionCheck|SQLite 3.49.2
2025-10-16 22:35:59.4|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0078837s
2025-10-16 22:35:59.4|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrated
2025-10-16 22:35:59.4|Info|FluentMigrator.Runner.MigrationRunner|=> 0.008285s
2025-10-16 22:36:00.8|Info|Microsoft.Hosting.Lifetime|Now listening on: http://[::]:9696
2025-10-16 22:36:01.9|Info|CommandExecutor|Starting 3 threads for tasks.
2025-10-16 22:36:03.2|Info|ManagedHttpDispatcher|IPv4 is available: True, IPv6 will be disabled
2025-10-16 22:36:05.2|Info|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down.
2025-10-16 22:36:05.2|Info|Microsoft.Hosting.Lifetime|Hosting environment: Production
2025-10-16 22:36:05.2|Info|Microsoft.Hosting.Lifetime|Content root path: /app/prowlarr/bin
2025-10-16 22:36:33.2|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3010, 3030, 3040]
2025-10-16 22:36:33.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:36:34.8|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5030, 5040, 5045, 5050, 5070]
2025-10-16 22:36:34.8|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [] for Season / Episode:[], Offset: 0, Limit: 100, Categories: [5000, 5020, 5040, 5050, 5030, 5045, 5070]
2025-10-16 22:36:35.3|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 100, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:36:37.4|Info|ReleaseSearchService|Searching indexer(s): [NZBgeek] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2020, 2030, 2040, 2045, 2050, 2060]
2025-10-16 22:36:37.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 0, Limit: 100, Categories: [2000, 2010, 2040, 2020, 2030, 2045]
2025-10-16 22:36:37.5|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 200, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:36:41.4|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 300, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:36:43.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 400, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:36:45.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 500, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:36:47.7|Info|ReleaseSearchService|Searching indexer(s): [Nzb.su] for Term: [], Offset: 600, Limit: 100, Categories: [3000, 3030, 3040, 3010]
2025-10-16 22:39:53.6|Info|Microsoft.Hosting.Lifetime|Application is shutting down...
2025-10-16 22:39:53.8|Info|ConsoleApp|Exiting main.
2025-10-16 22:40:24.1|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 2.0.5.5160
2025-10-16 22:40:24.6|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-10-16 22:40:24.7|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-10-16 22:40:25.7|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-10-16 22:40:26.1|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3;busytimeout=100 ***
2025-10-16 22:40:26.4|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrating
2025-10-16 22:40:26.4|Info|FluentMigrator.Runner.MigrationRunner|PerformDBOperation 
